uid,date,traj_site,traj_arr
2765,2013-01-13,"(1169, 88)","(59, 1)"
2765,2013-01-14,"(88,)","(1,)"
2765,2013-01-16,"(88, 179)","(1, 4)"
2765,2013-01-17,"(181, 117, 95, 88)","(3, 1)"
2765,2013-01-18,"(88,)","(1,)"
2765,2013-01-19,"(88, 95, 88, 83, 15, 22, 15, 21, 23)","(1, 2)"
2765,2013-01-20,"(22, 15, 22)","(2,)"
2770,2013-01-07,"(369, 374, 362, 361, 369, 361, 369, 343, 91, 166, 182, 189, 154)","(7, 6, 7, 6, 4, 3, 1)"
2770,2013-01-08,"(70, 77, 70, 154)","(4, 1)"
2770,2013-01-09,"(77, 85, 79, 70, 114, 154)","(4, 3, 1)"
2770,2013-01-10,"(181, 154)","(3, 1)"
2770,2013-01-11,"(147, 46, 114, 77, 70, 181, 154)","(4, 2, 3, 4, 3, 1)"
2770,2013-01-12,"(70, 311, 328, 361, 374, 369, 374, 380, 374, 369, 384, 369, 361, 369, 361, 369)","(4, 6, 7)"
2770,2013-01-13,"(368, 369, 263, 196, 374, 362, 361, 369, 361, 374, 369)","(8, 7, 1, 7, 6, 7)"
2770,2013-01-14,"(369, 384, 361, 374)","(7,)"
2770,2013-01-15,"(70, 106, 114, 65, 160, 154)","(4, 3, 4, 3, 1)"
2770,2013-01-16,"(70, 79, 70, 154)","(4, 1)"
2770,2013-01-17,"(154, 77, 70, 91, 70, 181)","(1, 4, 3)"
2770,2013-01-18,"(154, 127, 77, 94, 77, 110, 77, 154)","(1, 3, 4, 1)"
2770,2013-01-19,"(70, 77, 70, 79, 369, 361, 374, 369, 374, 369, 368, 361, 369, 384, 369, 361)","(4, 7, 8, 7)"
2770,2013-01-20,"(369, 374, 384, 369, 361, 371, 361, 374, 395, 369, 361, 369, 361, 369)","(7, 8, 7)"
2772,2013-01-07,"(277, 276, 277)","(5,)"
2772,2013-01-08,"(237,)","(3,)"
2772,2013-01-09,"(277,)","(5,)"
2772,2013-01-10,"(277,)","(5,)"
2772,2013-01-11,"(237, 277)","(3, 5)"
2772,2013-01-12,"(201, 277)","(4, 5)"
2772,2013-01-14,"(277,)","(5,)"
2772,2013-01-15,"(201, 277)","(4, 5)"
2772,2013-01-16,"(237, 188, 276)","(3, 4, 5)"
2772,2013-01-17,"(237, 188, 237, 201, 277)","(3, 4, 3, 4, 5)"
2772,2013-01-18,"(277, 280, 277)","(5,)"
2772,2013-01-19,"(277, 280, 288)","(5,)"
2772,2013-01-20,"(277,)","(5,)"
2792,2013-01-07,"(1118, 1149, 1095, 1094, 1118, 1131, 1118, 1131)","(56, 58, 56, 58, 56, 58)"
2792,2013-01-08,"(1118, 1094, 1118, 1153, 1131, 1118, 1131, 1118)","(56, 58, 56, 58, 56)"
2792,2013-01-09,"(1131, 1153, 1131, 1118, 1131, 1118)","(58, 56, 58, 56)"
2792,2013-01-10,"(1094, 1131)","(56, 58)"
2792,2013-01-11,"(1118,)","(56,)"
2792,2013-01-12,"(333, 178, 169, 69, 98, 96, 196, 238, 236, 209, 236, 209, 238, 209)","(7, 1, 2, 1)"
2792,2013-01-13,"(236, 189, 247, 79, 134, 227, 85, 140, 109, 134, 187, 255, 130, 124, 144, 181, 114)","(1, 4, 1, 4, 1, 3, 4, 3)"
2792,2013-01-14,"(83, 173, 209, 236, 69, 182, 189, 182, 170, 188, 222, 212, 56, 130, 124, 209, 14, 8, 42, 50, 164, 143, 182)","(2, 1, 2, 1, 4, 1, 2, 4, 1, 2, 1)"
2792,2013-01-15,"(182, 83, 93, 69, 96, 189, 236, 209, 189, 182, 199, 236, 209, 238, 116, 173, 78, 245, 220, 182, 140, 160, 209, 69, 96)","(1, 2, 1, 2, 1, 3, 1, 4, 3, 1, 2)"
2792,2013-01-16,"(69, 83, 357, 236, 232, 257, 52, 40, 28, 46, 214, 21, 23, 236)","(2, 5, 1, 3, 4, 2, 4, 2, 4, 2, 1)"
2792,2013-01-17,"(236, 209, 238, 318, 236, 209, 238, 209)","(1, 5, 1)"
2792,2013-01-18,"(238, 256, 117, 182, 213, 182, 189, 119, 121, 127, 89, 19, 136, 70, 65, 120, 85, 100, 108, 121, 116, 178, 236, 209, 142, 192, 205, 195, 72, 116)","(1, 3, 1, 3, 2, 1, 4, 3, 1, 3, 1, 3, 1)"
2792,2013-01-19,"(209, 236, 229, 240, 229, 259, 229, 215, 134, 167, 55, 170, 114)","(1, 4, 3)"
2792,2013-01-20,"(236, 238, 236, 238, 236)","(1,)"
2796,2013-01-10,"(394, 386)","(7,)"
2796,2013-01-11,"(346,)","(7,)"
2796,2013-01-12,"(15, 382)","(2, 7)"
2796,2013-01-13,"(445, 420)","(10, 8)"
2796,2013-01-14,"(346,)","(7,)"
2796,2013-01-15,"(346,)","(7,)"
2796,2013-01-16,"(394, 386, 346, 354, 310, 299, 264, 386, 373, 394)","(7, 5, 1, 7)"
2796,2013-01-17,"(386, 346, 355, 371, 386, 393, 394)","(7, 6, 7)"
2796,2013-01-18,"(5, 9)","(2,)"
2796,2013-01-19,"(60, 346, 386)","(3, 7)"
2796,2013-01-20,"(394, 445)","(7, 10)"
2800,2013-01-07,"(115, 134, 190, 180, 231)","(2, 1, 3)"
2800,2013-01-08,"(231, 189, 121, 182)","(3, 1)"
2800,2013-01-11,"(182, 167, 182)","(1,)"
2800,2013-01-12,"(182,)","(1,)"
2800,2013-01-13,"(115, 182)","(2, 1)"
2800,2013-01-14,"(182,)","(1,)"
2800,2013-01-15,"(115, 182)","(2, 1)"
2800,2013-01-16,"(182, 115)","(1, 2)"
2800,2013-01-17,"(115, 98, 115, 182)","(2, 1)"
2800,2013-01-18,"(115, 98, 134, 182)","(2, 1)"
2800,2013-01-19,"(182, 98)","(1, 2)"
2800,2013-01-20,"(182, 134, 115)","(1, 2)"
2803,2013-01-07,"(480, 484, 486, 484, 480, 486, 484, 486, 480, 484, 492, 486, 484)","(10,)"
2803,2013-01-08,"(486, 484, 486, 484, 486, 480, 476, 480, 488, 486)","(10,)"
2803,2013-01-09,"(484, 492, 486, 484, 480, 490, 486, 480, 484, 486, 488, 486)","(10,)"
2803,2013-01-10,"(480, 486)","(10,)"
2803,2013-01-11,"(484, 488, 486, 475, 244, 265, 226, 79, 85, 52, 40, 85, 52, 70, 40, 257, 232, 361, 355, 433, 480, 484, 486, 488, 480, 486, 480)","(10, 3, 4, 2, 4, 2, 4, 3, 7, 6, 7, 10)"
2803,2013-01-12,"(484, 486, 480, 488, 484, 486, 480, 486, 484, 486)","(10,)"
2803,2013-01-13,"(486, 36, 39, 33, 39, 486)","(10, 2, 10)"
2803,2013-01-14,"(486, 492, 486, 484, 486, 492, 488, 486, 488)","(10,)"
2803,2013-01-15,"(488, 480, 486, 488, 486, 488, 480, 486, 492)","(10,)"
2803,2013-01-16,"(486, 484, 488, 486, 484, 486, 484, 486, 488)","(10,)"
2803,2013-01-17,"(488, 486, 484, 334, 188, 52, 101, 70, 216, 257, 232, 492)","(10, 6, 4, 2, 4, 3, 10)"
2803,2013-01-18,"(484, 486, 484, 77, 94, 232, 257, 250, 355, 373, 402, 480, 471, 486)","(10, 4, 3, 4, 6, 7, 10)"
2803,2013-01-19,"(475, 480, 475, 480, 486, 480, 484, 486)","(10,)"
2803,2013-01-20,"(486, 492, 488, 484, 486, 484, 486)","(10,)"
2809,2013-01-07,"(114, 94, 213)","(3, 4, 1)"
2809,2013-01-08,"(213,)","(1,)"
2809,2013-01-09,"(94, 113, 85, 94, 113, 94, 213, 210)","(4, 1, 3)"
2809,2013-01-10,"(213,)","(1,)"
2809,2013-01-11,"(94, 184, 181, 184, 210, 213)","(4, 3, 1)"
2809,2013-01-12,"(94, 85, 213, 210, 213, 210, 321, 317, 321, 213)","(4, 1, 3, 1, 3, 6, 1)"
2809,2013-01-13,"(210, 195, 213, 210)","(3, 1, 3)"
2809,2013-01-14,"(213, 73, 210)","(1, 2, 3)"
2809,2013-01-15,"(94, 213)","(4, 1)"
2809,2013-01-16,"(77, 94, 213, 195, 213, 210)","(4, 1, 3)"
2809,2013-01-17,"(104, 175, 202, 94, 213)","(4, 1)"
2809,2013-01-18,"(213, 210, 91, 106, 213)","(1, 3, 4, 1)"
2809,2013-01-19,"(114, 213)","(3, 1)"
2809,2013-01-20,"(213,)","(1,)"
2818,2013-01-07,"(286, 140, 113, 32, 113, 32, 113, 140, 113, 163, 140, 30, 24, 16, 23, 16, 113, 163, 140, 161, 170)","(3, 4, 2, 4, 2, 4, 2, 4)"
2818,2013-01-08,"(170, 163, 140, 161, 163, 140, 120, 163, 257, 247, 253, 247, 163, 140, 163, 120, 140, 163, 110, 140, 110, 140, 104, 140, 120, 79, 47, 140, 163, 161)","(4,)"
2818,2013-01-09,"(161, 163, 140, 161, 140, 128, 170, 32, 113, 140, 163, 140, 191, 286)","(4, 2, 4, 3)"
2818,2013-01-10,"(286, 106, 33, 128, 106, 128, 81, 191, 286)","(3, 4, 2, 4, 2, 3)"
2818,2013-01-11,"(286, 163, 140, 163, 140, 163, 140, 163, 140, 163, 140, 163, 140, 163)","(3, 4)"
2818,2013-01-12,"(140, 163, 140, 163, 23, 140, 163, 140, 163, 140, 120, 140, 163, 140, 163, 140, 163, 140, 163, 140, 163, 140, 163, 140, 161, 163, 120, 163, 140, 163, 140, 163, 140, 163, 120, 140, 120, 163, 140, 163, 120, 140, 163)","(4, 2, 4)"
2818,2013-01-13,"(140, 163, 140, 163, 140, 163, 161, 140, 120, 140, 163, 140, 163, 140, 163, 128, 163, 140, 163, 140, 163, 140, 163, 140, 163)","(4,)"
2818,2013-01-14,"(140, 163, 140, 163, 140, 163, 140, 163, 140, 163, 140, 120, 140, 163, 140, 163, 140, 163, 140, 163, 140, 163)","(4,)"
2818,2013-01-15,"(140, 163, 140, 163, 140, 163, 140, 163, 120, 128, 140, 128, 140, 163, 140, 104, 163, 140, 163, 140, 161, 101, 286, 140, 120, 140)","(4, 3, 4)"
2818,2013-01-16,"(163, 286, 140, 163, 140, 163, 140, 104, 110, 140, 104, 140, 101, 79, 120, 110, 163, 128, 140, 163, 140, 170, 128, 163)","(4, 3, 4)"
2818,2013-01-17,"(163, 140, 163, 140, 120, 163, 140, 170, 140, 163, 140, 163, 140, 120, 163, 140, 163, 140, 163, 140, 163, 140, 163, 140, 163, 140, 163, 120)","(4,)"
2818,2013-01-18,"(120, 140, 163, 140, 163, 140, 161, 140, 110, 161, 128, 191, 184, 170, 163, 104, 163, 140, 163, 140, 163, 140, 163, 140, 128, 163, 120)","(4, 3, 4)"
2818,2013-01-19,"(163, 140, 163, 120, 128, 163, 140, 163, 140, 163, 140, 128, 113, 140, 163, 140, 163, 140, 128, 104, 140, 128, 140, 163)","(4,)"
2818,2013-01-20,"(128, 120, 128, 140, 163, 140, 163, 140, 110, 140, 163, 140, 128, 163, 128, 101, 140, 163, 140, 163, 140, 120, 140, 163, 120)","(4,)"
2823,2013-01-07,"(31, 51, 31, 75)","(2, 3)"
2823,2013-01-08,"(75, 31, 75)","(3, 2, 3)"
2823,2013-01-09,"(31, 50, 121, 117, 75)","(2, 1, 3)"
2823,2013-01-10,"(75, 31, 50, 31, 50, 31, 50, 75)","(3, 2, 3)"
2823,2013-01-11,"(75, 31, 50, 58, 75, 117, 31, 75)","(3, 2, 3, 2, 3)"
2823,2013-01-12,"(75, 55, 75, 85, 77, 75)","(3, 1, 3, 4, 3)"
2823,2013-01-13,"(75,)","(3,)"
2823,2013-01-14,"(75, 31, 50, 31, 75)","(3, 2, 3)"
2823,2013-01-15,"(75, 31, 50, 56, 50, 75)","(3, 2, 3)"
2823,2013-01-16,"(75, 31, 50, 56, 31, 50, 31, 56, 75)","(3, 2, 3)"
2823,2013-01-17,"(75,)","(3,)"
2823,2013-01-18,"(75, 78, 37, 243, 78, 75)","(3, 1, 2, 4, 1, 3)"
2823,2013-01-19,"(75, 243, 246, 243, 246, 243, 45, 75, 88, 71, 75)","(3, 4, 1, 3, 1, 3)"
2823,2013-01-20,"(75,)","(3,)"
2824,2013-01-07,"(216, 52)","(4, 2)"
2824,2013-01-08,"(226,)","(4,)"
2824,2013-01-09,"(46, 52, 46)","(2,)"
2824,2013-01-11,"(243, 206, 41)","(4, 3, 2)"
2824,2013-01-12,"(243, 65)","(4,)"
2824,2013-01-13,"(37, 52)","(2,)"
2824,2013-01-14,"(37, 32)","(2,)"
2824,2013-01-15,"(52,)","(2,)"
2824,2013-01-16,"(52,)","(2,)"
2824,2013-01-17,"(243, 77, 40, 79, 46, 40, 73, 47, 227, 226, 40, 73, 47, 105, 79, 101, 113, 32, 46, 32, 46, 32, 47, 73, 76, 46, 45, 28, 57, 46, 57, 60, 46, 73, 46, 73)","(4, 2, 4, 2, 4, 2, 4, 2, 4, 2, 1, 2, 3, 2, 3, 2)"
2824,2013-01-18,"(73, 57, 37, 57, 76, 46, 60, 76, 60, 46, 73, 40, 46, 73, 46, 72, 100, 135, 100, 72, 45, 57, 60, 46, 73)","(2, 3, 2, 3, 2, 3, 2, 3, 2, 4, 2, 3, 1, 3, 2)"
2824,2013-01-19,"(73, 32, 33, 81, 106, 81, 106, 81, 131, 101, 128, 113, 246, 163, 32, 73, 111, 112, 111, 112, 8, 13, 14, 13, 73, 45, 57, 28, 45, 46, 45, 73, 46, 73, 46, 73, 46, 73)","(2, 4, 2, 4, 2, 3, 4, 2, 1, 2, 1, 3, 2, 1, 2, 1, 2)"
2824,2013-01-20,"(73, 228, 208, 216, 208, 170, 161, 208, 216, 208, 197, 216, 208, 197, 216, 214, 208, 216, 197, 216, 208, 216, 208, 216, 73)","(2, 4, 2)"
2829,2013-01-07,"(191,)","(3,)"
2829,2013-01-08,"(191,)","(3,)"
2829,2013-01-09,"(191,)","(3,)"
2829,2013-01-10,"(191,)","(3,)"
2829,2013-01-11,"(191,)","(3,)"
2829,2013-01-12,"(191,)","(3,)"
2829,2013-01-13,"(191, 188, 191)","(3, 4, 3)"
2829,2013-01-14,"(191,)","(3,)"
2829,2013-01-15,"(191,)","(3,)"
2829,2013-01-16,"(191,)","(3,)"
2829,2013-01-17,"(191,)","(3,)"
2829,2013-01-18,"(191, 188, 170)","(3, 4)"
2829,2013-01-19,"(191, 157, 191)","(3,)"
2829,2013-01-20,"(191, 170, 191)","(3, 4, 3)"
2835,2013-01-07,"(178, 263)","(1,)"
2835,2013-01-08,"(178, 93, 97, 93)","(1,)"
2835,2013-01-09,"(178, 203, 81, 192, 171, 93)","(1, 2, 3, 1)"
2835,2013-01-10,"(178, 190, 97, 93, 97, 93)","(1,)"
2835,2013-01-11,"(178, 97, 93, 97)","(1,)"
2835,2013-01-12,"(199, 178, 176, 178, 169, 93)","(1,)"
2835,2013-01-13,"(93, 97, 93, 97, 93, 97, 93)","(1,)"
2835,2013-01-14,"(178, 93)","(1,)"
2835,2013-01-15,"(178, 93)","(1,)"
2835,2013-01-16,"(178, 93, 97, 93, 97)","(1,)"
2835,2013-01-17,"(178, 93, 97, 93, 97, 93)","(1,)"
2835,2013-01-18,"(178, 119, 93)","(1,)"
2835,2013-01-19,"(93, 121, 97, 164, 190, 488)","(1, 10)"
2835,2013-01-20,"(490, 97)","(10, 1)"
2838,2013-01-07,"(83,)","(2,)"
2838,2013-01-08,"(81, 87, 83)","(2,)"
2838,2013-01-09,"(83,)","(2,)"
2838,2013-01-10,"(81, 68, 83)","(2,)"
2838,2013-01-11,"(81, 87, 81, 76, 116, 83, 134, 96, 115, 83, 96, 83, 69, 83)","(2, 1, 2, 1, 2)"
2838,2013-01-12,"(83, 81, 100, 83)","(2, 3, 2)"
2838,2013-01-13,"(83, 69, 83, 68, 83, 96, 83)","(2,)"
2838,2013-01-14,"(81, 77, 81, 69, 83, 68, 83)","(2, 4, 2)"
2838,2013-01-15,"(77, 83, 68)","(4, 2)"
2838,2013-01-16,"(77, 81, 96, 116, 83)","(4, 2, 1, 2)"
2838,2013-01-17,"(83, 81, 76, 81, 48, 38, 116, 56, 80, 116, 83, 96, 68, 83, 68, 83)","(2, 1, 2, 1, 2)"
2838,2013-01-18,"(76, 81, 76, 83)","(2,)"
2838,2013-01-19,"(117, 83)","(3, 2)"
2838,2013-01-20,"(83, 96, 83)","(2,)"
2843,2013-01-07,"(52, 241, 19, 26, 28)","(2, 4, 2)"
2843,2013-01-08,"(28,)","(2,)"
2843,2013-01-09,"(55, 14, 26)","(1, 2)"
2843,2013-01-10,"(37,)","(2,)"
2843,2013-01-11,"(138, 324)","(1, 6)"
2843,2013-01-12,"(314, 281, 314, 28)","(5, 3, 5, 2)"
2843,2013-01-13,"(28, 26, 28, 29)","(2,)"
2843,2013-01-14,"(17, 28)","(2,)"
2843,2013-01-16,"(28,)","(2,)"
2843,2013-01-17,"(28,)","(2,)"
2843,2013-01-19,"(28, 26, 24, 26, 28)","(2,)"
2843,2013-01-20,"(28, 24, 42, 50, 19, 28)","(2,)"
2845,2013-01-07,"(525, 522, 518, 525, 526, 525, 522, 525)","(12,)"
2845,2013-01-08,"(525, 454, 191, 402, 437, 480, 500, 497, 522, 525)","(12, 9, 3, 7, 9, 10, 12)"
2845,2013-01-09,"(526, 525, 522, 525)","(12,)"
2845,2013-01-11,"(532, 522, 525)","(12,)"
2845,2013-01-12,"(525, 524, 525, 522, 525, 518, 522, 525)","(12,)"
2845,2013-01-13,"(525, 532, 537, 525, 537)","(12,)"
2845,2013-01-14,"(526, 518, 525, 526, 535)","(12,)"
2845,2013-01-15,"(525, 526, 525, 532, 537)","(12,)"
2845,2013-01-16,"(522, 525, 524, 519, 522, 524, 525)","(12,)"
2845,2013-01-17,"(525, 524, 526)","(12,)"
2845,2013-01-18,"(525, 526, 532, 525, 522, 525, 526, 532, 525, 522)","(12,)"
2845,2013-01-19,"(525, 522, 525, 532, 524, 526, 516, 519, 525, 527, 525)","(12,)"
2845,2013-01-20,"(522, 525, 522, 525, 522)","(12,)"
2846,2013-01-07,"(244,)","(3,)"
2846,2013-01-08,"(244,)","(3,)"
2846,2013-01-09,"(244, 256)","(3,)"
2846,2013-01-10,"(244,)","(3,)"
2846,2013-01-11,"(380, 244)","(7, 3)"
2846,2013-01-12,"(244,)","(3,)"
2846,2013-01-13,"(244,)","(3,)"
2846,2013-01-14,"(244,)","(3,)"
2846,2013-01-15,"(244, 270)","(3,)"
2846,2013-01-16,"(244, 270)","(3,)"
2846,2013-01-17,"(244, 288)","(3, 5)"
2846,2013-01-18,"(244,)","(3,)"
2846,2013-01-19,"(244, 270)","(3,)"
2846,2013-01-20,"(244, 270)","(3,)"
2848,2013-01-07,"(389,)","(8,)"
2848,2013-01-08,"(389,)","(8,)"
2848,2013-01-09,"(389, 244, 389)","(8, 3, 8)"
2848,2013-01-11,"(389,)","(8,)"
2848,2013-01-12,"(389,)","(8,)"
2848,2013-01-13,"(389,)","(8,)"
2848,2013-01-14,"(389,)","(8,)"
2848,2013-01-15,"(389,)","(8,)"
2848,2013-01-16,"(389,)","(8,)"
2848,2013-01-17,"(389,)","(8,)"
2848,2013-01-20,"(389,)","(8,)"
2854,2013-01-07,"(117, 184, 205, 48, 55, 24, 93)","(3, 2, 1, 2, 1)"
2854,2013-01-08,"(160, 29, 93, 121, 93)","(3, 2, 1)"
2854,2013-01-09,"(93, 97, 146, 93)","(1, 3, 1)"
2854,2013-01-10,"(107, 119, 93, 135, 93, 97, 93, 117, 126, 100, 126, 70, 40, 24, 26, 24, 88, 93, 88, 146, 171)","(1, 3, 1, 3, 4, 2, 1, 3)"
2854,2013-01-11,"(93, 160, 146, 162, 166, 135, 93, 121, 146, 171, 104, 93, 121, 171, 168)","(1, 3, 1, 3, 4, 1, 3)"
2854,2013-01-12,"(93, 119, 107, 119, 93, 88, 93)","(1,)"
2854,2013-01-13,"(93, 9, 14, 9, 5, 23, 17, 9, 14, 10, 9, 14, 17, 14, 5)","(1, 2)"
2854,2013-01-14,"(14, 9, 23, 160, 14, 5, 14, 23, 14, 5, 14, 5, 12, 5, 9, 17, 9, 5)","(2, 3, 2)"
2854,2013-01-15,"(5, 9, 23, 22, 117, 160, 184, 137, 14, 5)","(2, 3, 1, 2)"
2854,2013-01-16,"(5, 23, 10, 14, 93)","(2, 1)"
2854,2013-01-17,"(93, 119, 93, 107, 93)","(1,)"
2854,2013-01-18,"(93, 107, 93, 107, 93)","(1,)"
2854,2013-01-19,"(93, 107, 93, 171, 93, 107, 93, 121)","(1, 3, 1)"
2854,2013-01-20,"(93,)","(1,)"
2882,2013-01-07,"(99, 108, 99)","(3,)"
2882,2013-01-08,"(99, 108, 99, 142, 99)","(3,)"
2882,2013-01-09,"(99,)","(3,)"
2882,2013-01-10,"(99,)","(3,)"
2882,2013-01-11,"(108, 99)","(3,)"
2882,2013-01-12,"(99, 142, 99, 100, 255, 35, 219, 150)","(3, 2, 4)"
2882,2013-01-13,"(150, 147, 179, 42, 83, 50, 35)","(4, 2)"
2882,2013-01-14,"(35, 99, 108)","(2, 3)"
2882,2013-01-15,"(99, 142, 99)","(3,)"
2882,2013-01-16,"(108, 99)","(3,)"
2882,2013-01-17,"(99,)","(3,)"
2882,2013-01-18,"(99,)","(3,)"
2882,2013-01-19,"(99,)","(3,)"
2882,2013-01-20,"(99, 142)","(3,)"
2884,2013-01-08,"(164,)","(1,)"
2884,2013-01-09,"(164, 143)","(1,)"
2884,2013-01-10,"(164,)","(1,)"
2884,2013-01-11,"(164,)","(1,)"
2884,2013-01-12,"(164, 143)","(1,)"
2884,2013-01-13,"(164,)","(1,)"
2884,2013-01-14,"(182, 164, 190)","(1,)"
2884,2013-01-15,"(164, 156, 164)","(1,)"
2884,2013-01-16,"(164, 503, 585)","(1, 11, 15)"
2884,2013-01-17,"(164, 190, 164, 143, 164)","(1,)"
2884,2013-01-18,"(164,)","(1,)"
2884,2013-01-19,"(164, 156, 189)","(1,)"
2884,2013-01-20,"(183, 164, 156, 143, 164)","(3, 1)"
2887,2013-01-07,"(116, 134, 203, 143, 207, 203, 207, 173, 207)","(1,)"
2887,2013-01-08,"(220, 230, 203, 190, 207)","(1, 4, 1)"
2887,2013-01-09,"(132,)","(4,)"
2887,2013-01-10,"(46, 186, 314)","(2, 1, 5)"
2887,2013-01-11,"(203, 136, 173, 203, 173, 203, 167, 207)","(1,)"
2887,2013-01-12,"(256, 183, 166, 143, 203, 173, 203, 173, 207, 203)","(3, 1)"
2887,2013-01-13,"(203, 207)","(1,)"
2887,2013-01-14,"(183, 232, 170, 175, 124)","(3, 4)"
2887,2013-01-16,"(207, 203, 207)","(1,)"
2887,2013-01-18,"(207, 173)","(1,)"
2887,2013-01-19,"(183, 203, 207, 173)","(3, 1)"
2887,2013-01-20,"(119, 138, 213, 203, 209, 311, 309, 311, 319, 301, 23, 68, 155, 129, 220, 167)","(1, 6, 2, 4, 2, 1)"
2891,2013-01-07,"(394, 204, 174)","(7, 3)"
2891,2013-01-08,"(394,)","(7,)"
2891,2013-01-09,"(394, 204)","(7, 3)"
2891,2013-01-10,"(394,)","(7,)"
2891,2013-01-11,"(394, 390)","(7,)"
2891,2013-01-12,"(200,)","(4,)"
2891,2013-01-13,"(204,)","(3,)"
2891,2013-01-15,"(394, 204)","(7, 3)"
2891,2013-01-16,"(394,)","(7,)"
2891,2013-01-19,"(56,)","(2,)"
2894,2013-01-07,"(101, 170, 191, 188, 170)","(4, 3, 4)"
2894,2013-01-08,"(85, 91, 101, 85, 170)","(4,)"
2894,2013-01-09,"(85, 101, 85, 101, 85, 101, 170)","(4,)"
2894,2013-01-10,"(128, 170, 139, 85, 128, 101, 85, 101, 170)","(4,)"
2894,2013-01-11,"(188, 170)","(4,)"
2894,2013-01-12,"(170,)","(4,)"
2894,2013-01-13,"(170, 191, 170)","(4, 3, 4)"
2894,2013-01-14,"(85, 101, 85, 170, 188, 170, 188, 170)","(4,)"
2894,2013-01-15,"(170,)","(4,)"
2894,2013-01-16,"(85, 101, 170)","(4,)"
2894,2013-01-17,"(170, 125, 170, 188, 170)","(4, 3, 4)"
2894,2013-01-18,"(170, 85, 94, 85, 101, 77, 104, 82, 170)","(4,)"
2894,2013-01-19,"(170, 125, 131, 170, 161, 170, 188, 191, 170)","(4, 3, 4, 3, 4)"
2894,2013-01-20,"(170, 140, 104, 188)","(4,)"
2895,2013-01-07,"(401, 302, 214, 257)","(8, 6, 4)"
2895,2013-01-08,"(267, 253, 257, 253, 267, 257, 242, 253, 247, 253, 257, 253, 257)","(4,)"
2895,2013-01-09,"(226, 208, 271, 267, 257, 244, 386, 402, 447, 420, 407)","(4, 3, 7, 10, 8)"
2895,2013-01-10,"(400, 396, 403, 371, 216, 208, 399, 410, 401, 403, 396)","(8, 7, 4, 7, 8)"
2895,2013-01-11,"(396, 400, 407, 396, 401, 396)","(8,)"
2895,2013-01-12,"(396, 403, 407)","(8,)"
2895,2013-01-13,"(396, 401, 403, 407)","(8,)"
2895,2013-01-14,"(400, 403)","(8,)"
2895,2013-01-15,"(403, 407, 400, 403)","(8,)"
2895,2013-01-16,"(396,)","(8,)"
2895,2013-01-17,"(396, 407, 400)","(8,)"
2895,2013-01-18,"(396, 403, 401, 403)","(8,)"
2895,2013-01-19,"(403, 396, 403)","(8,)"
2895,2013-01-20,"(403, 396)","(8,)"
2899,2013-01-07,"(134, 79, 190, 167, 134, 167, 134)","(1, 4, 1)"
2899,2013-01-08,"(79, 194, 167, 134)","(4, 1)"
2899,2013-01-09,"(134, 79, 65, 25, 79, 58, 55, 134, 167, 194, 129, 134)","(1, 4, 2, 4, 3, 1, 2, 1)"
2899,2013-01-10,"(134, 79, 70)","(1, 4)"
2899,2013-01-11,"(79, 74, 167, 134)","(4, 2, 1)"
2899,2013-01-12,"(79, 190, 151, 134, 167, 134)","(4, 1)"
2899,2013-01-13,"(251, 259, 263, 251, 151)","(1,)"
2899,2013-01-14,"(79, 49, 45, 212, 263)","(4, 3, 1)"
2899,2013-01-15,"(134, 79, 178)","(1, 4, 1)"
2899,2013-01-16,"(79, 189, 156, 134)","(4, 1)"
2899,2013-01-17,"(116, 79, 65, 79)","(1, 4)"
2899,2013-01-18,"(79, 190, 173, 134)","(4, 1)"
2899,2013-01-19,"(79,)","(4,)"
2900,2013-01-07,"(194, 199, 218, 143, 173, 156, 199, 194)","(1,)"
2900,2013-01-08,"(194,)","(1,)"
2900,2013-01-09,"(189, 156, 194)","(1,)"
2900,2013-01-10,"(189, 156, 189, 194, 199, 194, 156, 173, 143, 194)","(1,)"
2900,2013-01-11,"(194, 218, 189, 194, 367, 199, 194, 199, 194)","(1, 8, 1)"
2900,2013-01-12,"(194, 173, 189, 194, 178, 199, 194)","(1,)"
2900,2013-01-13,"(194,)","(1,)"
2900,2013-01-14,"(231, 189, 180, 189, 173, 199, 194, 199, 218, 199, 194)","(3, 1)"
2900,2013-01-15,"(194, 189, 180, 278, 156, 180, 189, 199, 194)","(1, 3, 1)"
2900,2013-01-16,"(194, 203, 173, 189, 194, 199, 194, 134, 194)","(1,)"
2900,2013-01-17,"(194, 199, 189, 199, 194)","(1,)"
2900,2013-01-18,"(194,)","(1,)"
2900,2013-01-19,"(194, 57, 46, 47, 32)","(1, 3, 2, 4, 2)"
2900,2013-01-20,"(194,)","(1,)"
2913,2013-01-07,"(6,)","(2,)"
2913,2013-01-09,"(11, 6, 4, 5, 6)","(2,)"
2913,2013-01-10,"(220, 189, 6)","(1, 2)"
2913,2013-01-11,"(6,)","(2,)"
2913,2013-01-12,"(5,)","(2,)"
2913,2013-01-13,"(6, 182)","(2, 1)"
2913,2013-01-14,"(3,)","(2,)"
2913,2013-01-15,"(190, 156, 31, 6)","(1, 2)"
2913,2013-01-16,"(6,)","(2,)"
2913,2013-01-17,"(6, 190, 255, 156)","(2, 1, 3, 1)"
2913,2013-01-18,"(6,)","(2,)"
2913,2013-01-19,"(6, 419, 408)","(2, 7)"
